,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-30000000.0,15000000.0,15000000.0,5000000.0
Change To Liabilities,182000000.0,-125000000.0,-179000000.0,-73000000.0
Total Cashflows From Investing Activities,-3086000000.0,-3411000000.0,-3435000000.0,-2676000000.0
Net Borrowings,1895000000.0,5350000000.0,2776000000.0,1496000000.0
Total Cash From Financing Activities,-4146000000.0,-5222000000.0,-5646000000.0,-4902000000.0
Change To Operating Activities,9000000.0,-24000000.0,87000000.0,-34000000.0
Net Income,10712000000.0,5966000000.0,5919000000.0,5349000000.0
Change In Cash,-2000000.0,53000000.0,-472000000.0,962000000.0
Repurchase Of Stock,-4013000000.0,-8225000000.0,-5804000000.0,-3705000000.0
Total Cash From Operating Activities,7230000000.0,8686000000.0,8609000000.0,8540000000.0
Depreciation,2105000000.0,2191000000.0,2216000000.0,2210000000.0
Other Cashflows From Investing Activities,14000000.0,-37000000.0,-71000000.0,97000000.0
Dividends Paid,-1982000000.0,-2299000000.0,-2598000000.0,-2626000000.0
Change To Inventory,-32000000.0,7000000.0,-9000000.0,113000000.0
Change To Account Receivables,-235000000.0,-262000000.0,160000000.0,90000000.0
Other Cashflows From Financing Activities,-46000000.0,-48000000.0,-20000000.0,-67000000.0
Change To Netincome,-5460000000.0,655000000.0,644000000.0,715000000.0
Capital Expenditures,-3238000000.0,-3437000000.0,-3453000000.0,-2927000000.0
