,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Total Liab,32950000000.0,38724000000.0,43545000000.0,45440000000.0,49364000000.0
Total Stockholder Equity,24856000000.0,20423000000.0,18128000000.0,16958000000.0,14161000000.0
Other Current Liab,1218000000.0,1269000000.0,1034000000.0,1227000000.0,3578000000.0
Total Assets,57806000000.0,59147000000.0,61673000000.0,62398000000.0,63525000000.0
Common Stock,2778000000.0,2779000000.0,2780000000.0,2781000000.0,14161000000.0
Other Current Assets,399000000.0,333000000.0,222000000.0,212000000.0,2545000000.0
Other Liab,12867000000.0,13173000000.0,13780000000.0,14324000000.0,14628000000.0
Other Assets,386000000.0,393000000.0,436000000.0,249000000.0,1075000000.0
Cash,1275000000.0,1273000000.0,831000000.0,1799000000.0,960000000.0
Total Current Liabilities,3939000000.0,4626000000.0,4351000000.0,4173000000.0,5744000000.0
Short Long Term Debt,800000000.0,1466000000.0,1143000000.0,960000000.0,2166000000.0
Property Plant Equipment,50960000000.0,52055000000.0,55095000000.0,55092000000.0,56658000000.0
Total Current Assets,4006000000.0,4163000000.0,3459000000.0,4214000000.0,3551000000.0
Long Term Investments,1809000000.0,1912000000.0,2050000000.0,2164000000.0,2241000000.0
Net Tangible Assets,24211000000.0,19799000000.0,17495000000.0,16279000000.0,14161000000.0
Short Term Investments,90000000.0,60000000.0,60000000.0,60000000.0,46000000.0
Long Term Debt,15252000000.0,20171000000.0,23452000000.0,25320000000.0,27563000000.0
Intangible Assets,645000000.0,624000000.0,633000000.0,679000000.0,
Capital Surplus,4476000000.0,4449000000.0,4523000000.0,4864000000.0,
Retained Earnings,41317000000.0,45284000000.0,48605000000.0,51326000000.0,
Treasury Stock,-23715000000.0,-32089000000.0,-37780000000.0,-42013000000.0,
Other Stockholder Equity,-1141000000.0,-1415000000.0,-1356000000.0,-1593000000.0,
Net Receivables,1493000000.0,1755000000.0,1595000000.0,1505000000.0,
Inventory,749000000.0,742000000.0,751000000.0,638000000.0,
Accounts Payable,1013000000.0,872000000.0,749000000.0,612000000.0,
