Date,Open,High,Low,Close,Adj Close,Volume
2017-11-01-00-00-00,197.240005,199.199997,196.0,198.0,198.0,5017400
2017-11-02-00-00-00,197.449997,199.440002,197.08999599999999,199.320007,199.320007,3606300
2017-11-03-00-00-00,199.800003,200.550003,197.990005,200.009995,200.009995,3678800
2017-11-06-00-00-00,200.0,202.479996,198.08999599999999,200.130005,200.130005,5846600
2017-11-07-00-00-00,200.0,200.610001,194.800003,195.889999,195.889999,6468000
2017-11-08-00-00-00,196.0,197.08999599999999,194.740005,196.440002,196.440002,4237400
2017-11-09-00-00-00,194.46000700000002,194.490005,190.809998,193.899994,193.899994,5979900
2017-11-10-00-00-00,191.610001,192.58999599999999,189.5,192.020004,192.020004,6622200
2017-11-13-00-00-00,191.119995,196.050003,191.0,195.080002,195.080002,4607000
2017-11-14-00-00-00,193.639999,195.880005,193.0,195.71000700000002,195.71000700000002,3450500
2017-11-15-00-00-00,194.53999299999998,195.419998,191.529999,192.119995,192.119995,4203100
2017-11-16-00-00-00,194.330002,197.699997,193.75,195.509995,195.509995,5678400
2017-11-17-00-00-00,195.740005,195.949997,192.649994,193.199997,193.199997,3906300
2017-11-20-00-00-00,193.300003,194.320007,191.899994,194.100006,194.100006,3827500
2017-11-21-00-00-00,195.03999299999998,197.520004,194.970001,196.229996,196.229996,4787300
2017-11-22-00-00-00,196.580002,196.75,193.630005,196.320007,196.320007,5895400
2017-11-24-00-00-00,196.649994,196.899994,195.330002,195.75,195.75,2160500
2017-11-27-00-00-00,195.559998,195.850006,194.0,195.050003,195.050003,3210100
2017-11-28-00-00-00,195.33999599999999,199.679993,194.009995,199.179993,199.179993,6981100
2017-11-29-00-00-00,198.91000400000001,199.029999,184.320007,188.149994,188.149994,14202700
2017-11-30-00-00-00,190.309998,190.860001,186.679993,187.580002,187.580002,6630100
