,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,113827000.0,118846000.0,135684000.0,166585000.0
Capital Surplus,1042899000.0,995006000.0,749043000.0,597073000.0
Total Liab,13077110000.0,14077213000.0,13811776000.0,14091736000.0
Total Stockholder Equity,4690029000.0,3703442000.0,2133409000.0,1383566000.0
Minority Interest,1207397000.0,1329597000.0,1366209000.0,1513214000.0
Other Current Liab,1587472000.0,1669550000.0,648461000.0,694718000.0
Total Assets,18974536000.0,19110252000.0,17311394000.0,16988516000.0
Common Stock,182000.0,166000.0,126000.0,110000.0
Other Current Assets,5779659000.0,5481947000.0,106346000.0,176832000.0
Retained Earnings,3633713000.0,2743194000.0,1431738000.0,852537000.0
Other Liab,851572000.0,1013205000.0,738352000.0,959660000.0
Good Will,6610279000.0,6841960000.0,6787635000.0,6919109000.0
Treasury Stock,13235000.0,-34924000.0,-47498000.0,-66154000.0
Other Assets,46255000.0,70732000.0,91520000.0,76830000.0
Cash,508234000.0,323038000.0,1102372000.0,324958000.0
Total Current Liabilities,3067520000.0,4891161000.0,2372098000.0,2476143000.0
Short Long Term Debt,178213000.0,1929369000.0,130708000.0,133502000.0
Other Stockholder Equity,13235000.0,-34924000.0,-47498000.0,-66154000.0
Property Plant Equipment,3149213000.0,3393669000.0,6303431000.0,6384913000.0
Total Current Assets,8770701000.0,8424159000.0,3690170000.0,3148724000.0
Long Term Investments,284261000.0,260886000.0,302954000.0,292355000.0
Net Tangible Assets,-2034077000.0,-3257364000.0,-4789910000.0,-5702128000.0
Short Term Investments,32830000.0,2935000.0,11572000.0,20101000.0
Net Receivables,2163452000.0,2397018000.0,2305065000.0,2438821000.0
Long Term Debt,9158018000.0,7890110000.0,7708992000.0,7678010000.0
Inventory,181799000.0,107381000.0,97949000.0,111625000.0
Accounts Payable,509116000.0,463270000.0,403840000.0,434253000.0
