,2018-04-27,2019-04-26,2020-04-24,2021-04-30,2022-04-29
Investments,1027000000.0,2151000000.0,-1465000000.0,-463000000.0,-190000000.0
Change To Liabilities,65000000.0,399000000.0,-44000000.0,531000000.0,213000000.0
Total Cashflows From Investing Activities,5858000000.0,-774000000.0,-3203000000.0,-2866000000.0,-1659000000.0
Net Borrowings,-7598000000.0,-867000000.0,-559000000.0,-570000000.0,-1000000.0
Total Cash From Financing Activities,-11954000000.0,-5431000000.0,-4198000000.0,-4136000000.0,-5336000000.0
Change To Operating Activities,229000000.0,-624000000.0,-609000000.0,-549000000.0,-65000000.0
Issuance Of Stock,403000000.0,992000000.0,662000000.0,474000000.0,429000000.0
Net Income,3104000000.0,4631000000.0,4789000000.0,3606000000.0,5039000000.0
Change In Cash,-1298000000.0,724000000.0,-253000000.0,-547000000.0,121000000.0
Repurchase Of Stock,-2171000000.0,-2877000000.0,-1326000000.0,-652000000.0,-2544000000.0
Effect Of Exchange Rate,114000000.0,-78000000.0,-86000000.0,215000000.0,-231000000.0
Total Cash From Operating Activities,4684000000.0,7007000000.0,7234000000.0,6240000000.0,7346000000.0
Depreciation,2644000000.0,2659000000.0,2663000000.0,2702000000.0,2707000000.0
Other Cashflows From Investing Activities,-22000000.0,36000000.0,-37000000.0,-54000000.0,-10000000.0
Dividends Paid,-2494000000.0,-2693000000.0,-2894000000.0,-3120000000.0,-3383000000.0
Change To Inventory,-192000000.0,-274000000.0,-577000000.0,78000000.0,-560000000.0
Change To Account Receivables,-275000000.0,-581000000.0,1291000000.0,-761000000.0,-477000000.0
Other Cashflows From Financing Activities,-94000000.0,14000000.0,-81000000.0,-268000000.0,163000000.0
Change To Netincome,-891000000.0,797000000.0,-279000000.0,633000000.0,489000000.0
Capital Expenditures,-1068000000.0,-1134000000.0,-1213000000.0,-1355000000.0,-1368000000.0
