Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03-00-00-00,184.0,185.669998,182.110001,182.389999,182.389999,9779400
2019-09-04-00-00-00,184.649994,187.75,183.889999,187.139999,187.139999,11308000
2019-09-05-00-00-00,188.529999,191.360001,187.940002,190.899994,190.899994,13876700
2019-09-06-00-00-00,190.21000700000002,190.21000700000002,186.350006,187.490005,187.490005,15226800
2019-09-09-00-00-00,187.729996,188.979996,185.850006,188.759995,188.759995,14722400
2019-09-10-00-00-00,187.440002,188.100006,184.550003,186.169998,186.169998,15455900
2019-09-11-00-00-00,186.46000700000002,189.440002,186.080002,188.490005,188.490005,11761700
2019-09-12-00-00-00,189.860001,190.929993,187.229996,187.470001,187.470001,11419800
2019-09-13-00-00-00,187.330002,187.970001,186.53999299999998,187.190002,187.190002,11441100
2019-09-16-00-00-00,186.929993,187.78999299999998,185.770004,186.220001,186.220001,8444800
2019-09-17-00-00-00,186.66000400000001,188.320007,185.53999299999998,188.080002,188.080002,9671100
2019-09-18-00-00-00,188.08999599999999,189.080002,186.009995,188.139999,188.139999,9681900
2019-09-19-00-00-00,188.66000400000001,191.100006,188.149994,190.139999,190.139999,10392700
2019-09-20-00-00-00,190.66000400000001,193.100006,188.119995,189.929993,189.929993,19934200
2019-09-23-00-00-00,189.33999599999999,190.100006,185.21000700000002,186.820007,186.820007,13327600
2019-09-24-00-00-00,187.979996,188.03999299999998,180.389999,181.279999,181.279999,18546600
2019-09-25-00-00-00,181.449997,183.419998,177.869995,182.800003,182.800003,18068300
2019-09-26-00-00-00,181.330002,181.399994,177.669998,180.110001,180.110001,16083300
2019-09-27-00-00-00,180.490005,180.759995,175.66000400000001,177.100006,177.100006,14656200
2019-09-30-00-00-00,177.869995,178.669998,176.850006,178.080002,178.080002,10740000
