,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,164000000.0,377000000.0,-535000000.0,119000000.0
Total Cashflows From Investing Activities,-1147000000.0,-1075000000.0,-1241000000.0,-2010000000.0
Net Borrowings,-150000000.0,-150000000.0,-1500000000.0,-519000000.0
Total Cash From Financing Activities,-4305000000.0,-4152000000.0,-5328000000.0,-4527000000.0
Change To Operating Activities,1316000000.0,-3574000000.0,81000000.0,-1197000000.0
Net Income,1963000000.0,5046000000.0,6230000000.0,6833000000.0
Change In Cash,1024000000.0,-2089000000.0,742000000.0,1646000000.0
Repurchase Of Stock,-2001000000.0,-1492000000.0,-1200000000.0,-1100000000.0
Total Cash From Operating Activities,6476000000.0,3138000000.0,7311000000.0,8183000000.0
Depreciation,1072000000.0,1055000000.0,1078000000.0,1124000000.0
Other Cashflows From Investing Activities,30000000.0,203000000.0,243000000.0,38000000.0
Dividends Paid,-2163000000.0,-2347000000.0,-2556000000.0,-2764000000.0
Change To Inventory,-79000000.0,-119000000.0,-622000000.0,74000000.0
Change To Account Receivables,-512000000.0,-1659000000.0,485000000.0,-92000000.0
Other Cashflows From Financing Activities,-141000000.0,-163000000.0,-72000000.0,-144000000.0
Change To Netincome,3639000000.0,829000000.0,634000000.0,1175000000.0
Capital Expenditures,-1177000000.0,-1278000000.0,-1484000000.0,-1766000000.0
