,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Change To Liabilities,0.0,0.0,66000000.0,0.0,0.0
Total Cashflows From Investing Activities,-207000000.0,-310000000.0,-430000000.0,-348000000.0,-388000000.0
Net Borrowings,-370000000.0,-71000000.0,-19000000.0,1000000.0,4000000.0
Total Cash From Financing Activities,-413000000.0,-133000000.0,-81000000.0,-54000000.0,-168000000.0
Change To Operating Activities,96000000.0,213000000.0,782000000.0,-703000000.0,207000000.0
Issuance Of Stock,6000000.0,13000000.0,12000000.0,5000000.0,13000000.0
Net Income,94000000.0,241000000.0,227000000.0,200000000.0,202000000.0
Change In Cash,-158000000.0,130000000.0,598000000.0,-910000000.0,115000000.0
Repurchase Of Stock,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-136000000.0
Effect Of Exchange Rate,-14000000.0,-4000000.0,22000000.0,-31000000.0,26000000.0
Total Cash From Operating Activities,476000000.0,577000000.0,1087000000.0,-477000000.0,645000000.0
Depreciation,170000000.0,160000000.0,169000000.0,168000000.0,172000000.0
Other Cashflows From Investing Activities,27000000.0,-5000000.0,14000000.0,14000000.0,6000000.0
Dividends Paid,-49000000.0,-49000000.0,-49000000.0,-50000000.0,-49000000.0
Change To Netincome,116000000.0,-37000000.0,42000000.0,-142000000.0,64000000.0
Capital Expenditures,-234000000.0,-236000000.0,-430000000.0,-363000000.0,-394000000.0
Change To Inventory,-64000000.0,-64000000.0,-64000000.0,,
Change To Account Receivables,-135000000.0,-135000000.0,-135000000.0,,
Other Cashflows From Financing Activities,-26000000.0,-26000000.0,-25000000.0,,
