,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-134930000.0,-103317000.0,-589563000.0,-403725000.0,-2315979000.0,-471375000.0
Net Borrowings,-503000.0,-505000.0,-515000.0,495708000.0,1985768000.0,817099000.0
Total Cash From Financing Activities,146682000.0,-1399022000.0,41127000.0,-202971000.0,2015882000.0,264886000.0
Issuance Of Stock,1923000.0,1819000.0,7159000.0,4703000.0,42895000.0,33814000.0
Net Income,314923000.0,324867000.0,351267000.0,433036000.0,410426000.0,490091000.0
Change In Cash,550817000.0,-974237000.0,-36108000.0,-97356000.0,321191000.0,477916000.0
Repurchase Of Stock,-578000.0,-619000.0,-814000.0,-7284000.0,-1729000.0,-1425000.0
Effect Of Exchange Rate,-59000.0,-164000.0,-234000.0,178000.0,-5000.0,140000.0
Total Cash From Operating Activities,539124000.0,528266000.0,512562000.0,509162000.0,621293000.0,684265000.0
Depreciation,137618000.0,138333000.0,141406000.0,146859000.0,172728000.0,188552000.0
Dividends Paid,-402786000.0,-403728000.0,-398108000.0,-396176000.0,-396237000.0,-397463000.0
Other Cashflows From Financing Activities,-544000.0,-560000.0,-40354000.0,78000.0,-1153000.0,-1112000.0
Change To Netincome,86583000.0,65066000.0,19889000.0,-70733000.0,38139000.0,5622000.0
Investments,10803000.0,13855000.0,13855000.0,8765000.0,8765000.0,
Other Cashflows From Investing Activities,4860000.0,2649000.0,,,,
