,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,861000000.0,1230000000.0,1327000000.0,1234000000.0
Capital Surplus,351000000.0,419000000.0,499000000.0,759000000.0
Total Liab,9935000000.0,10685000000.0,11325000000.0,11417000000.0
Total Stockholder Equity,-1742000000.0,-1293000000.0,-700000000.0,-558000000.0
Minority Interest,15000000.0,17000000.0,17000000.0,17000000.0
Deferred Long Term Liab,,98000000.0,107000000.0,105000000.0
Other Current Liab,1315000000.0,1467000000.0,1654000000.0,1821000000.0
Total Assets,8208000000.0,9409000000.0,10642000000.0,10876000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,256000000.0,354000000.0,272000000.0,242000000.0
Retained Earnings,467000000.0,1051000000.0,1239000000.0,1127000000.0
Other Liab,2585000000.0,2300000000.0,2276000000.0,2363000000.0
Good Will,938000000.0,1514000000.0,2067000000.0,2219000000.0
Treasury Stock,-2562000000.0,-2765000000.0,-2440000000.0,-2446000000.0
Other Assets,1497000000.0,1404000000.0,1439000000.0,1525000000.0
Cash,1205000000.0,1257000000.0,1001000000.0,1254000000.0
Total Current Liabilities,2931000000.0,3096000000.0,3439000000.0,3489000000.0
Deferred Long Term Asset Charges,1023000000.0,985000000.0,943000000.0,966000000.0
Short Long Term Debt,52000000.0,31000000.0,3000000.0,1000000.0
Other Stockholder Equity,-2562000000.0,-2765000000.0,-2440000000.0,-2446000000.0
Property Plant Equipment,856000000.0,895000000.0,1546000000.0,1490000000.0
Total Current Assets,3950000000.0,4272000000.0,4178000000.0,4327000000.0
Long Term Investments,106000000.0,94000000.0,85000000.0,81000000.0
Net Tangible Assets,-3541000000.0,-4037000000.0,-4094000000.0,-4011000000.0
Net Receivables,2162000000.0,2305000000.0,2458000000.0,2323000000.0
Long Term Debt,4419000000.0,5289000000.0,5097000000.0,5158000000.0
Inventory,327000000.0,356000000.0,447000000.0,508000000.0
Accounts Payable,744000000.0,777000000.0,779000000.0,776000000.0
